V1,V2,V3,V4
031207856HARVEST,COMM.BK HARVEST COMMUNITY BANK      ,Y,Y20000601
0312078691ST,COLONIAL COMM 1ST COLONIAL COMMUNITY BANK    ,Y,Y20121129
031207885GRAND,"BANK, N.A. GRAND BANK, N.A.     ",Y,Y20020423
031207898LIBERTY,BELL BANK LIBERTY BELL BANK     ,Y,Y20100916
031207940BANK,OF PRINCETON THE BANK OF PRINCETON    ,Y,N20110630
031207979HARMONY,BANK HARMONY BANK       ,Y,N20091217
031289214HEALTHCARE,OF NJ HEALTH CARE OF NEW JERSEY   ,Y,N20110629
031289272HOPE,FCU HELPING OTHER PEOPLE EXCEL FCU    ,Y,N20150507
031300135PEOPLES,NATIONAL PEOPLES SECURITY BANK AND TRUST COMP   ,Y,N20141106
031301053FNB,OF PA FIRST NATIONAL BANK OF PENNSYLVANIA   ,Y,N20141107
031301066AMERISERV,FINAN AMERISERV FINANCIAL BANK      ,Y,Y20150511
031301422FULTON,"BANK N.A. FULTON BANK, NA     ",Y,Y20111024
031301752ATLANTIC,COMMUNITYATLANTIC COMMUNITY BANKERS BANK      ,Y,Y20130814
031301846METRO,BANK METRO BANK       ,Y,Y20090612
031302133LAFAYETTE,EASTON LAFAYETTE AMBASSADOR BANK      ,Y,Y20120413
031302515RIVERVIEW,BANK RIVERVIEW BANK       ,Y,N20140414
031302528WOODLANDS,WLMSPRT WOODLANDS BANK       ,Y,Y
031302971CUSTOMERS,BANK CUSTOMERS BANK       ,Y,Y20130304
031302997AMERICAN,BK LEHIGHAMERICAN BANK       ,Y,Y20010214
031303093UNION,MT CARMEL UNB BANK      ,Y,Y20121228
031303129FIDELITY,DUNMORE FIDELITY DEPOSIT AND DISCOUNT BANK    ,Y,Y20040122
031303132FIRST,DUNMORE FIRST NATIONAL COMMUNITY BANK     ,Y,Y
031304306F,& M CHAMBERSBURGFARMERS AND MERCHANTS TRUST COMPANY   ,Y,Y20100223
031305745FNB,"DANVILLE FNB BANK, NA      ",Y,Y
031305936FIR,COL BLOOMSBURGFIRST COLUMBIA BK & TRUST CO   ,Y,Y
031306278COUNTY,CLEARFIELD CNB BANK       ,Y,Y20070103
031306294CLEARFIELD,BK TR CLEARFIELD BANK & TRUST COMPANY   ,Y,Y20100223
031306993JERSEY,SHORE ST BKJERSEY SHORE STATE BANK    ,Y,Y
031307086MERCHANTS,BANGOR MERCHANTS BANK OF BANGOR     ,Y,Y20080627
031307125FIRST,BERWICK FIRST KEYSTONE COMMUNITY BANK     ,Y,Y20101001
031307691JIM,THORPE NEIGHBOTHE JIM THORPE NEIGHBORHOOD BANK    ,Y,SY20141017
031307701MAUCH,CHUNK TRUST MAUCH CHUNK TRUST CO.    ,Y,Y20041119
031308250EPHRATA,NATL THE EPHRATA NATIONAL BANK     ,Y,Y
031308302CITIZENS,WELLSBOROCITIZENS & NORTHERN BANK      ,Y,Y
031308535HONESDALE,NATL HONESDALE NATIONAL BANK      ,Y,Y
031308548WAYNE,CO HONESDALEWAYNE BANK       ,Y,Y
031308551DIME,BK HONESDALE THE DIME BANK     ,Y,Y20010119
031308784NATL,PENN BOYERTWNNATIONAL PENN BANK      ,Y,Y20140919
031308807MID,PEN MILLERSBG MID PENN BANK     ,Y,Y20040122
031309123BB&T,NC BRANCH BANKING & TRUST COMPANY    ,Y,Y20150731
031309343FIRST,"PORT ALEGANYFIRST NB - PORT ALLEGANY, PA   ",Y,SY20110308
031309495MUNCY,BANK & TRUSTMUNCY BANK & TRUST CO.   ,Y,Y
031309505HAMLIN,BK & TR HAMLIN BANK & TRUST CO.  ,Y,Y
031309589FIRST,MANSFIELD FIRST CITIZENS COMMUNITY BANK     ,Y,Y20120627
031309686MIFFLINBURG,BK&TR MIFFLINBURG BK & TR CO    ,Y,SY20140829
031309851FIRST,COM BK OF M FIRST COMMUNITY BANK OF MERCERSBURG ,Y,SY20141211
031309945ADAMS,GETTYSBURG ACNB BANK       ,Y,Y20101004
031310086PEOPLESBANK,"CVB PEOPLESBANK, A CODORUS VALLEY COMPAN    ",Y,Y20150113
031310206FIRST,"MIFFLIN FIRST NB - MIFFLINTOWN, PA    ",Y,Y
031310219JUNIATA,MIFFLINTWNJUNIATA VALLEY BANK       ,Y,Y
031310552KISH,BELLEVILLE KISH BANK       ,Y,Y20131230
031311593FIRST,FLEETWOOD FLEETWOOD BANK       ,Y,Y20060403
031311632FIRST,FREDERICKSBGFIRST N.B. OF FREDERICKSBURG      ,Y,Y
031311771GRATZ,NATL THE GRATZ BANK      ,Y,Y20120627
031311807PEOPLES,SCTY BK PEOPLES SECURITY BANK AND TRUST COMP  ,Y,Y20141106
031312055JONESTOWN,BK TR JONESTOWN BANK & TRUST CO.   ,Y,Y
031312110PENNSTAR,BANK NBT NATIONAL ASSOCIATION      ,Y,N20141107
031312123BK,OF LANDISBURG BANK OF LANDISBURG     ,Y,Y
031312194VIST,BANK VIST BANK       ,Y,Y20080331
031312233FIRST,LILLY THE FIRST NATIONAL BANK OF LILLY   ,Y,Y20110216
031312262FIRST,LIVERPOOL LIVERPOOL COMMUNITY BANK      ,Y,Y20111223
031312288LUZERNE,BANK LUZERNE BANK       ,Y,Y20070223
031312398RIVERVIEW,BANK RIVERVIEW BANK       ,Y,Y20120706
031312796NEW,TRIPOLI NATL NEW TRIPOLI BANK     ,Y,Y20040630
031312835NORTHUMBER,NATL NORTHUMBERLAND NATIONAL BANK      ,Y,Y
031312929FIRST,PALMERTON FIRST NORTHERN BANK AND TRUST CO   ,Y,Y20111228
031313627SWINE,MIDDLEBURG SWINEFORD NATIONAL BANK      ,Y,Y20100802
031313753TURBOTVILLE,NATL TURBOTVILLE NATIONAL BANK      ,Y,Y
031314503PS,BANK PS BANK       ,Y,Y20121109
031315036ORRSTOWN,BK ORRSTOWN BANK       ,Y,Y20020708
031315269CENTRIC,BANK CENTRIC BANK       ,Y,Y20090429
031315544WEST,MILTON STATE WEST MILTON STATE BANK    ,Y,Y19990601
031316271FNB,OF PA FIRST NATIONAL BANK OF PENNSYLVANIA   ,Y,N20120914
031316608NEFFS,NATL NEFFS NATIONAL BANK      ,Y,Y
0313168151ST,SUMMIT BK JOHN1ST SUMMIT BANK     ,Y,Y
031317788COMMUNITY,ORBISONICOMMUNITY STATE BANK OF ORBISONIA     ,N,Y20141107
031318677LANDMARK,COMMUNITYLANDMARK COMMUNITY BANK       ,Y,N20070503
031319058WOODFOREST,NAT BANWOODFOREST NATIONAL BANK      ,Y,N20070321
031376101UNION,COMMUNITY BKUNION COMMUNITY BANK      ,Y,N20120312
031901097ROYAL,BANK AMERICAROYAL BANK AMERICA      ,Y,Y20040415
031901929WILM,TR FSB WILMINGTON TRUST FSB     ,Y,N20141107
031902041EAGLE,NATL U DARBYEAGLE NATIONAL BANK     ,Y,Y
031907790QNB,BANK QNB BANK       ,Y,Y20080905
031908074DNB,FIRST DNB FIRST       ,Y,Y20040527
031908485BRYN,MAWR TR THE BRYN MAWR TRUST COMPANY   ,Y,Y20100630
031911812HARLEYSVILLE,"NATL FIRST NIAGARA BANK, NA     ",Y,N20120608
031912332NATL,MALVERN NATIONAL BANK OF MALVERN     ,Y,Y
031912785FIRST,NEWTOWN FIRST NATIONAL BANK & TRUST COMPANY   ,Y,Y20100308
031913438UNIVEST,BANK AND TUNIVEST BANK & TRUST CO   ,Y,Y20111222
031918569STONEBRIDGE,BANK STONEBRIDGE BANK       ,Y,Y20150311
031918637FIRST,CORNERSTONE FIRST CORNERSTONE BANK      ,Y,Y20150513
031918828MERIDIAN,BANK MERIDIAN BANK       ,Y,N20130417
031918844PENN,LIBERTY BANK PENN LIBERTY BANK     ,Y,Y20040826
031918873FIRST,RESOURCE BK FIRST RESOURCE BANK     ,Y,Y20080923
031918899FIRST,PRIORITY BK FIRST PRIORITY BANK     ,Y,SN20130319
031918996COLONIAL,AMERICAN COLONIAL AMERICAN BANK      ,Y,N20120227
031919021COVENANT,BANK COVENANT BANK       ,Y,N20150730
031919186MONUMENT,BANK MONUMENT BANK       ,Y,N20120404
031976200CONTINENTAL,BANK CONTINENTAL BANK       ,Y,N20101118
036001808TD,"BANK, NA TD BANK, NA     ",Y,N20141107
036002069CONESTOGA,BANK CONESTOGA BANK       ,Y,Y20090728
036002085HAVERFORD,TRUST THE HAVERFORD TRUST COMPANY     ,Y,Y20140516
036002247REPUBLIC,FIRST PHIREPUBLIC FIRST BK DBA REPUBLIC BANK   ,Y,Y20100820
036002425FIR,"COMMERCL PHILAHSBC BANK USA, NA     ",Y,N20141107
036002810UNITED,BK PHILA UNITED BANK OF PHILA.    ,Y,Y19990519
036018516ASIAN,BK PHILA ASIAN BANK      ,Y,Y20000222
036018587PHILA,TR CO PHILADELPHIA TRUST COMPANY     ,Y,SY20020920
036018985NOAH,BANK NOAH BANK       ,Y,N20110902
036076150CITIZENS,BK OF PENCITIZENS BANK      ,Y,Y20030114
036076215EAST,RIVER BANK EAST RIVER BANK     ,N,Y20090305
041000014FRB,CLE FEDERAL RESERVE BANK OF CLEVELAND    ,Y,Y
041000124PNC,"BANK, OHIO PNC BANK, NATIONAL ASSOCIATION    ",Y,N20130211
041001039KEY,GR LAKES CLEVEKEYBANK NATIONAL ASSOCIATION     ,Y,Y20080214
041002957KEYBANK-KEYDIRECT,KEYBANK NATIONAL ASSOCIATION       ,Y,N20100317
041036004DFAS,CLEVE D.F.A.S.        ,Y,N20051028
041052907BOONE,S L COLUMBIA(CIN)BOONE NATIONAL S&L ASSOCIATION    ,N,Y20000411
041200555FIRSTMERIT,"AKRON FIRSTMERIT BANK, N.A.      ",Y,Y20131015
041201114LORAIN,NATL LORAIN NATIONAL BANK      ,Y,Y
041201143CONSUMERS,MINERVA CONSUMERS NATIONAL BANK      ,Y,Y
041201321HENRY,CO NAPOLEON HENRY COUNTY BANK     ,Y,Y
041201635CIVISTA,BANK CIVISTA BANK       ,Y,Y20150306
041201813INDEPENDENCE,BANK INDEPENDENCE BANK       ,Y,Y
041202443FIRST,E LIVERPOOL 1ST NATIONAL COMMUNITY BANK    ,Y,Y20050308
041202540FRS,BK OH TIFFIN FIRST BANK OF OHIO   ,N,Y20050802
041202744CROGHAN,FREMONT THE CROGHAN COLONIAL BANK     ,Y,Y
041202760LIBERTY,"TWINSBURG LIBERTY BANK, N.A.      ",Y,N20070403
041202980CREDIT,FST BROOKPKCREDIT FIRST NATIONAL ASSOCIATION     ,Y,N
041203400COUNTY,CLEARFIELD CNB BANK       ,N,Y20141107
041203594STATE,DEFIANCE THE STATE BANK AND TRUST COMPANY   ,Y,Y
041204726FIRST,BELLEVUE OH THE FIRST NATIONAL BANK OF BELLEVUE  ,Y,Y
041205246FST,UPPER SANDUSKY1ST CITIZENS NAT BK OF UPPER SANDUSK  ,Y,Y
041205259COM,UPPER SANDUSKYTHE COMMERCIAL SAVINGS BANK     ,Y,Y
041205518FIRST,ORRVILLE FIRST NATIONAL BANK      ,Y,Y
041205929LIBERTY,ADA LIBERTY NATIONAL BANK      ,Y,Y
041205958HICKSVILLE,BK THE HICKSVILLE BANK      ,Y,Y
041206135COML,"MILLERSBURG COMMERCIAL & SAVINGS BK, MILLERSBURG    ",Y,Y20050224
041206782NATL,BANK OF OHIO THE CROGHAN COLONIAL BANK   ,N,Y20141107
041206876CORN,DESHLER THE CORN CITY STATE BANK    ,Y,Y
041207341FARMERS,ARCHBOLD THE FARMERS & MERCHANTS STATE BANK   ,Y,Y
041208421FARMERS,ST W SALEMTHE FARMERS STATE BANK OF WEST SALEM ,Y,SY20110916
041208719ANDOVER,BK THE ANDOVER BANK      ,Y,Y
041208735ANTWERP,EXCH BK THE ANTWERP EXCHANGE BANK COMPANY   ,Y,Y
041208748APPLE,CREEK BK THE APPLE CREEK BANKING COMPANY   ,Y,Y
041208777SUTTON,ATTICA SUTTON BANK       ,Y,N20000601
041209080FARMERS,CANFIELD FARMERS NATIONAL BANK OF CANFIELD    ,Y,Y
041209307CORTLAND,SAVINGS CORTLAND SAVINGS AND BANKING COMPANY    ,Y,Y
041209420FIRST,DENNISON THE FIRST NATIONAL BANK OF DENNISON   ,Y,Y
041209488STATE,"EDON EDON STATE BANK COMPANY OF EDON,OH.   ",Y,Y19990831
041209624GENOA,BANKING THE GENOA BANKING COMPANY     ,Y,Y
041209789HAMLER,STATE THE HAMLER STATE BANK     ,Y,Y
041210053KILLBUCK,SAVINGS THE KILLBUCK SAVINGS BANK COMPANY    ,Y,Y
041210370MARBLEHEAD,BANK THE MARBLEHEAD BANK      ,Y,Y
041210448MIDDLEFIELD,BKG COTHE MIDDLEFIELD BANKING COMPANY     ,Y,Y
041210943OTTOVILLE,BANK THE OTTOVILLE BANK COMPANY     ,Y,Y19991013
041212637OLD,FORT BKG CO THE OLD FORT BANKING COMPANY  ,Y,Y19990909
041212815FT,JENNINGS STATE THE FORT JENNINGS STATE BANK   ,Y,SN
041212873FIRST,PANDORA THE FIRST NATIONAL BANK OF PANDORA   ,Y,Y
041212899FIRST,SYCAMORE THE FIRST NATIONAL BANK OF SYCAMORE   ,Y,Y19991130
041212983CITZ,BLUFFTON CITIZENS NATIONAL BANK OF BLUFFTON    ,Y,Y
041213759UNION,BK COL GROVETHE UNION BANK COMPANY    ,Y,Y
041213872METAMORA,STATE THE METAMORA STATE BANK     ,Y,Y20090701
041213885SHERWOOD,STATE BK THE SHERWOOD STATE BANK    ,N,Y20141107
041215498PORTAGE,RAVENNA PORTAGE COMMUNITY BANK      ,Y,Y20020416
041215553BUCKEYE,COM LORAINBUCKEYE COMMUNITY BANK      ,Y,Y19991018
041215582PREMIER,BK & TRUSTPREMIER BANK & TRUST    ,Y,N20140911
041215621SIGNATURE,TOLEDO SIGNATURE BANK NA      ,Y,Y20021028
041215692LAKE,NATL BANK LAKE NATIONAL BANK     ,Y,Y20070313
041215812RESOLUTE,BANK RESOLUTE BANK       ,Y,Y20150520
041215854WATERFORD,"BANK NA WATERFORD BANK, N.A.     ",Y,Y20080103
041248863TRUST,"CO PSEUDO THE TRUST COMPANY OF TOLEDO, N.A.  ",N,Y
041251245TRUST,"CO. DELAWAREUNITED STATES TRUST COMPANY, N.A.    ",N,Y20100317
041253832INDEPEND,FRANKLN INDEPENDENCE TRUST CO. -D192-     ,N,Y20130912
041272279WESTFIELD,"BANK,FSBWESTFIELD BANK, FSB       ",Y,Y20141107
042000013U,"S BK CINCINNATI US BANK, NA    ",Y,Y20121220
042000314FIFTH,THIRD CINCI FIFTH THIRD BANK     ,Y,Y20010312
042000550NORTH,SIDE CINCI THE NORTH SIDE BANK AND TRUST CO. ,Y,Y
042000916FHLB,CINCI FEDERAL HOME LOAN BANK     ,Y,Y20140207
042100146CENTRAL,LEX CENTRAL BANK AND TRUST COMPANY    ,Y,Y
042100175US,"BANK KENTUCKY US BANK, NA     ",Y,N20121220
042100861FIRST,"ST PINEVILLEFIRST STATE FINANCIAL, INC.     ",Y,Y20040713
042101174KENTUCKY,PARIS KENTUCKY BANK       ,Y,Y
042101268PEOPLES,BEREA PEOPLES BANK & TRUST CO./MADISON CTY   ,Y,Y
042101271BANK,BLUEGRASS LEXBANK OF THE BLUEGRASS AND TRUST CO.  ,Y,Y20020625
042101446CITIZENS,SOMERSET CITIZENS NATIONAL BANK OF SOMERSET    ,Y,Y19991214
042101475CITZ,GUAR IRVINE CITIZENS GUARANTY BANK     ,N,Y20141107
042101514TRADTL,MT STERLINGTRADITIONAL BANK       ,Y,Y20000214
042101572KY,FARM CATLETTSBGKENTUCKY FARMERS BANK CORPORATION     ,Y,Y20100924
042101679FORCHT,"BANK, NA FORCHT BANK, NATIONAL ASSOCIATION    ",Y,N20131028
042102018UNITED,VERSAILLES UNITED BANK AND TRUST COMPANY    ,Y,Y
042102267BB&T,NC BRANCH BANKING & TRUST COMPANY    ,Y,N20150622
042102270FIRST,LONDON FIRST NATIONAL BANK AND TRUST    ,Y,Y
042102296BB&T,NC BRANCH BANKING & TRUST COMPANY    ,N,Y20150619
042102335CITIZENS,"NEWPORT CITIZENS BANK OF N. KENTUCKY,INC.    ",Y,N20020208
042102403FST,STHRN LANCASTRFIRST SOUTHERN NATIONAL BANK     ,Y,Y
042102571FIRST,JACKSON KY THE FIRST NATIONAL BANK OF JACKSON  ,Y,Y19991013
042102597CITIZENS,COMM NAT CITIZENS COMMERCE NATIONAL BANK    ,Y,Y20081008
042102652DEPOSIT,CARLISLE FARMERS DEPOSIT BANK      ,N,Y20141107
042102694COMMUNITY,"TR BK NACOMMUNITY TRUST BANK, INC.    ",Y,Y20040909
042102788PEO,"FLEMINGSBURG PEOPLES BANK OF KENTUCKY, INC.    ",Y,N20070614
042102898CITZ,"DEP VANCEBURGCITIZENS DEPOSIT BANK & TRUST, INC.   ",Y,Y19991223
042102940FIRST,PRESTONSBRG FIRST COMMONWEALTH BANK      ,Y,Y
042103253CITZ,PAINTSVILLE CITIZENS NATIONAL BK OF PAINTSVILLE    ,Y,Y
042103460COML,BANK GRAYSON THE COMMERCIAL BANK OF GRAYSON   ,Y,Y19991026
042103473FIRST,GRAYSON THE FIRST NATIONAL BANK OF GRAYSON   ,Y,Y20020719
042103826FIRST,BROOKSVILLE FIRST NATIONAL BANK OF BROOKSVILLE    ,Y,Y20020719
042104168WHITAKER,BANK LEX WHITAKER BANK      ,Y,Y20040504
042104469CITIZENS,BRODHEAD CITIZENS BANK       ,N,Y20141107
042104579FARMERS,CAMPTON FARMERS & TRADERS BANK OF CAMPTON   ,N,Y20150515
042104825CUMBERLAND,LONDON CUMBERLAND VALLEY NATL BK & TR CO  ,Y,Y20020429
042104854CUMB,SEC SOMERSET CUMBERLAND SECURITY BANK     ,Y,Y
042105170HYDEN,"CITIZENS HYDEN CITIZENS BANK, INC     ",Y,Y20010515
042105196INEZ,DEPOSIT BANK INEZ DEPOSIT BANK     ,Y,Y
042105442FIRST,MANCHESTER FIRST NATIONAL BANK OF MANCHESTER    ,Y,Y
042105484JACKSON,CNTY MCKEEJACKSON COUNTY BANK      ,Y,N20141107
042105785UNITED,CUMBERLAND UNITED CUMBERLAND BANK      ,Y,Y20140506
042105882FST,PEOPLE RUSSELLFIRST & PEOPLES BANK     ,Y,Y
042105947SALYERSVILLE,NATL THE SALYERSVILLE NATIONAL BANK     ,Y,Y20020719
042106331COML,WEST LIBERTY COMMERCIAL BANK      ,Y,Y19991108
042106580PEOPLE,BEATTYVILLEPEOPLES EXCHANGE BANK OF BEATTYVILLE     ,Y,N20131011
042107424PEOPLES,HAZARD PEOPLES BANK & TRUST CO. OF HAZARD  ,Y,Y
042107673CITIZENS,MOREHEAD THE CITIZENS BANK      ,Y,Y
042107738FARM,"ST BOONEVILLEFARMERS STATE BANK, INC     ",Y,Y20000314
042107806BK,OF HARLAN THE BANK OF HARLAN    ,N,Y20141107
042108122CITIZENS,JACKSON THE CITIZENS BANK & TRUST CO.   ,Y,Y20120615
042108261GUARANTY,MARTIN FIRST GUARANTY BANK      ,Y,SY20090710
042108290BANK,"OF CORBIN HOMETOWN BANK OF CORBIN, INC.   ",Y,N20090610
042108397FORCHT,"BANK, NA FORCHT BANK, NATIONAL ASSOCIATION    ",Y,SN20131016
042108407ALLIANCE,BANK ALLIANCE BANKING COMPANY      ,Y,Y20120509
042174486BB&T,KENTUCKY BB&T KENTUCKY       ,Y,N20021121
042174567VICTORY,COMM BK VICTORY COMMUNITY BANK     ,Y,SN20111025
042200910FST,"FINANCL BK, NAFIRST FINANCIAL BANK, NA    ",Y,Y20110420
042202138FIRST,SAFETY CINCIFIRST SAFETY BANK      ,Y,Y20100728
042204110GREENVILLE,NATL OHGREENVILLE NATIONAL BANK      ,Y,Y
042204932PEOPLES,"MARIETTA PEOPLES BANK, NATIONAL ASSOCIATION     ",Y,N20150504
042205009MERCH,HILLSBORO MERCHANTS NATIONAL BANK      ,Y,Y
042205708LCNB,NATIONAL BANKLCNB NATIONAL BANK      ,Y,Y20120301
042206422FIRST,BLANCHESTER FIRST NATIONAL BANK OF BLANCHESTER    ,Y,Y
042206503FIRST,GERMANTOWN FIRST NATIONAL BANK OF GERMANTOWN    ,Y,Y
042206574RIVERHILLS,BANK RIVERHILLS BANK       ,Y,N20070620
042207379NATL,ADAMS W UNIONNATL BANK OF ADAMS COUNTY OF W UNION,Y,Y
0422080061ST,NATIONAL BANK 1ST NATIONAL BANK     ,Y,Y20030609
042208174TWIN,W ALEXANDRIA THE TWIN VALLEY BANK    ,Y,Y
042210722FARMER,NEW MADISONTHE FARMERS STATE BANK     ,Y,N
042211572SOMERVILLE,OXFORD THE SOMERVILLE NATIONAL BANK     ,Y,Y19990915
042212050FIRST,ST WINCHESTRTHE FIRST STATE BANK OF ADAMS COUNTY  ,Y,N
042212568OSGOOD,STATE BANK THE OSGOOD STATE BANK    ,Y,Y
042213389FARMERS,MIAMISBURGTHE FARMERS & MERCHANTS BANK     ,Y,Y
042215468SPRING,VLY CINCI SPRING VALLEY BANK     ,Y,Y19991108
042215578CENTER,BANK CENTERBANK        ,Y,SN20090326
042274551FDS,BANK FDS BANK       ,Y,SN20110531
042306720FIRST,NEW BREMAN FIRST NATIONAL BANK IN NEW BREMEN  ,Y,Y
042309222PEOPLES,COLDWATR THE PEOPLES BANK COMPANY     ,Y,Y
042310525MINSTER,BANK MINSTER BANK       ,Y,Y20010131
042311650SAINT,HENRY BANK THE ST. HENRY BANK    ,Y,Y
043000096PNCBANK,"PITT PNC BANK, NATIONAL ASSOCIATION     ",Y,Y20050303
043000261MELLON,BANK PITTS THE BANK OF NEW YORK MELLON  ,Y,N20131011
043000847ALLEGHENY,VAL PITTALLEGHENY VALLEY BANK OF PITTSBURGH    ,Y,Y
043001435FHLB,PITTS FEDERAL HOME LOAN BANK     ,Y,Y20010912
043002900PNC,"FSB PITTSBURGHPNC BANK, NATIONAL ASSOCIATION     ",Y,N20030821
043019003TRISTATE,CAPITAL TRISTATE CAPITAL BANK      ,Y,N20070124
043019265BNY,"MELLON BNY MELLON, NATIONAL ASSOCIATION     ",Y,SY20080709
043202946CITZ,MARTINS FERRYTHE CITIZENS SAVINGS BANK     ,Y,Y
043205875CITZ,WOODSFIELD CITIZENS NATIONAL BANK OF WOODSFIELD    ,Y,Y
043211160FIRST,POWHATAN PNTFIRST NATIONAL BANK OF POWHATAN POIN   ,Y,Y
043305092COMMERCIAL,BK PA COMMERCIAL BANK AND TRUST    ,Y,Y20041230
043306826FST,CMWLTH INDIANAFIRST COMMONWEALTH BANK      ,Y,Y
043306855S,AND T INDIANA S & T BANK   ,Y,Y
043306910SCOTTDALE,BK TR THE SCOTTDALE BANK & TRUST COMPANY  ,Y,SY20100503
043307841CITIZEN,MEYERSDALETHE CITIZENS NATIONAL BANK OF MEYERS    ,Y,Y20071226
043308277COMM,FST REYNOLDVLCOMMUNITY FIRST BANK      ,Y,Y20090114
043308426APOLLO,TR CO APOLLO TRUST COMPANY     ,Y,Y
043308691SOMERSET,TRUST PA SOMERSET TRUST COMPANY     ,Y,Y
043309713COMMUNITY,ALBION COMMUNITY NATL BK/NORTHWESTERN PA     ,Y,Y
043310139FARMERS,EMLENTON FARMERS NATIONAL BANK OF EMLENTON    ,Y,Y
043310980COMMUNITY,BANK COMMUNITY BANK       ,Y,Y20070104
043311497NEXTIER,"BANK, N.A.NEXTIER BANK, N.A.      ",Y,Y20060104
043311662FIRST,FRYBURG FIRST UNITED NATIONAL BANK     ,Y,Y
043312344MANOR,BANK MANOR BANK       ,Y,Y20060113
043312373MARION,CENTER BANKMARION CENTER BANK      ,Y,Y20050516
043312386MARS,NATIONAL BANKTHE MARS NATIONAL BANK     ,Y,Y
043313259MERCER,ST SANDY LKMERCER COUNTY STATE BANK    ,Y,Y
043315147ELDERTON,STATE BK ELDERTON STATE BANK     ,Y,Y
043318092FNB,OF PA FIRST NATIONAL BANK OF PENNSYLVANIA   ,Y,Y20121106
043318500ENTERPRISE,ALLISONENTERPRISE BANK        ,Y,Y19990708
043318791CLARION,CTY BANK CLARION COUNTY COMMUNITY BANK    ,Y,SN20050812
043400036WESBANCO,WHEELING WESBANCO BANK WHEELING      ,Y,Y
043401190WHEELING,NATL BANKWESBANCO BANK WHEELING      ,Y,N20141107
043401967N,HANCOCK NEWELL NORTHERN HANCOCK BANK & TRUST CO.  ,Y,Y20140410
043403224PROGRESSIVE,WHEEL PROGRESSIVE BANK       ,Y,Y
043404443UNION,SISTERSVILLEUNION BANK INC.       ,Y,Y20100728
043450015SECURITY,WHEELING SECURITY NATIONAL TRUST CO.     ,N,Y20110715
044000024HUNT,COL THE HUNTINGTON NATIONAL BANK     ,Y,Y
044000037JPMCHASE,"OHIO JPMORGAN CHASE BANK, NA     ",Y,N20141107
044002051GREAT,LAKE GAHANNAGREAT LAKES BANKERS' BANK     ,Y,Y20100827
044002909FIRST,CITY BK COL FIRST CITY BANK    ,Y,Y
044011453FIRST,WHITEHALL FIRST COMMUNITY BANK      ,Y,Y
044036205DFAS,COLUMBUS DFAS-CO-FPS        ,Y,N
044036250DFAS,COLUMBUS DEFENSE FINANCE & ACCT. SERVICE    ,Y,N
044072243ARLINGTON,BANK THE ARLINGTON BANK      ,Y,N
044072311BENCHMARK,BANK BENCHMARK BANK       ,Y,Y20130809
044072324NATIONWIDE,BANK NATIONWIDE BANK       ,Y,Y20131107
044101305PARK,NEWARK THE PARK NATIONAL BANK     ,Y,Y
044101745FAHEY,BKING MARIONTHE FAHEY BANKING COMPANY     ,Y,Y20081014
044102647STANDING,LANCASTERSTANDING STONE BANK       ,Y,Y20141231
044103086DELAWARE,CNTY BANKDELAWARE COUNTY BANK AND TRUST CO.   ,Y,Y20010618
044103976SVGS,CIRCLEVILLE THE SAVINGS BANK      ,Y,Y
044105576THE,COMMUNITY BANKTHE COMMUNITY BANK      ,Y,SY20090528
044105819PEO,NEW LEXINGTON PEOPLES NATL. BK. OF NEW LEXINGTON  ,Y,Y
044106384FIRST,MCCONNELSVL FIRST NATIONAL BK OF MCCONNELSVILLE    ,Y,Y
044106397CITZ,MCCONNELSVL CITIZENS NATL BANK OF MCCONNELSVILLE    ,Y,Y
044106588RICHWOOD,BANKING THE RICHWOOD BANKING COMPANY     ,Y,Y
044106944FIRST,"CALDWELL PEOPLES BANK, NATIONAL ASSOCIATION     ",N,Y20141107
044107163FIRST,CEN ST PARISFIRST CENTRAL NTL BANK OF ST. PARIS ,Y,Y
044107778UNION,W MANSFIELD THE UNION BANKING COMPANY    ,Y,Y
044108078PATASKALA,BKG CO THE PATASKALA BANKING COMPANY    ,Y,Y19990716
044108641HUNT,SERV COLUMBUSTHE HUNTINGTON NATIONAL BANK     ,Y,N20030821
044109297N,VALLEY CORNING NORTH VALLEY BANK     ,Y,SY20060821
044109336HEARTLAND,CROTON HEARTLAND BANK       ,Y,Y20000224
044109417CITIZENS,DEGRAFF BUCKEYE STATE BANK      ,Y,N20141002
044111557COMMODORE,BANK COMMODORE BANK       ,Y,Y20030514
044112488PEOPLES,BK GAMBIERTHE PEOPLES BANK      ,Y,Y19990901
044114716CITIZENS,LOGAN THE CITIZENS BANK OF LOGAN    ,Y,Y
044115809WOODFOREST,NB WOODFOREST NATIONAL BANK      ,Y,N20060816
044201030HOCKING,ATHENS THE HOCKING VALLEY BANK     ,Y,N20131011
044202505PEOPLES,"MARIETTA PEOPLES BANK, NATIONAL ASSOCIATION     ",Y,Y20000310
044203863MILTON,BK WELLSTONTHE MILTON BANKING COMPANY     ,Y,N20141107
044204370OH,VAL GALLIPOLIS THE OHIO VALLEY BANK COMPANY   ,Y,Y
044205146FARMERS,BK POMEROYTHE FARMERS BK & SVGS CO   ,Y,Y19990903
044206475FIRST,WAVERLY OH THE FIRST NATIONAL BANK OF WAVERLY  ,Y,Y
044207283OAK,HILL BANKS WESBANCO BANK WHEELING     ,Y,N20100318
